close,high,low,trade_count,open,time,volume,vwap,symbol
49185.11,49975.0,46727.34,50751,46765.0,2021-02-15 06:00:00+00:00,1035.488307,48356.0764758609,BTC/USD
49711.98,50623.0,47800.0,55997,49168.5,2021-02-16 06:00:00+00:00,1299.085662,49134.450058717,BTC/USD
52200.0,52644.51,49630.0,62122,49720.34,2021-02-17 06:00:00+00:00,1447.308943,51387.1771693447,BTC/USD
51506.26,52278.77,50732.0,47199,52194.82,2021-02-18 06:00:00+00:00,1033.457996,51582.939694832,BTC/USD
55683.65,56615.62,51487.36,68586,51512.1,2021-02-19 06:00:00+00:00,1706.062977,54712.9769557792,BTC/USD
56570.0,57572.0,54000.0,59786,55691.78,2021-02-20 06:00:00+00:00,1134.234493,56300.5506790763,BTC/USD
55865.52,58355.03,55156.52,53708,56570.0,2021-02-21 06:00:00+00:00,1002.137833,56973.7596113858,BTC/USD
49950.09,56640.28,47303.68,91474,55894.74,2021-02-22 06:00:00+00:00,2826.614714,52444.3479411674,BTC/USD
50217.25,51399.11,45000.0,87743,49950.08,2021-02-23 06:00:00+00:00,3008.961804,48072.8337042073,BTC/USD
50440.62,51402.65,48054.15,49672,50211.36,2021-02-24 06:00:00+00:00,1427.023642,49852.2863307269,BTC/USD
45499.29,52050.0,45297.57,55787,50430.78,2021-02-25 06:00:00+00:00,1623.067066,48589.9018823092,BTC/USD
47791.28,48446.11,44112.21,56794,45499.3,2021-02-26 06:00:00+00:00,1253.167996,46659.6318673615,BTC/USD
44803.83,48375.86,44239.59,43837,47799.99,2021-02-27 06:00:00+00:00,947.264824,46329.7320871413,BTC/USD
46235.25,46999.68,43020.0,40946,44821.68,2021-02-28 06:00:00+00:00,1329.783722,44785.2471060397,BTC/USD
48703.55,50273.12,45688.43,45199,46235.25,2021-03-01 06:00:00+00:00,1387.380036,48610.3767690108,BTC/USD
49132.93,49745.32,47067.99,30823,48703.02,2021-03-02 06:00:00+00:00,782.046938,48355.0734626017,BTC/USD
49708.29,52644.44,49001.58,43767,49146.59,2021-03-03 06:00:00+00:00,1503.190121,50848.5697223988,BTC/USD
47143.6,50771.99,46256.38,41360,49699.49,2021-03-04 06:00:00+00:00,1248.700148,48209.9219492012,BTC/USD
48450.01,49472.53,46436.91,30954,47155.97,2021-03-05 06:00:00+00:00,965.82272,48206.513601204,BTC/USD
49364.28,49912.09,47074.63,23429,48481.8,2021-03-06 06:00:00+00:00,636.939124,48629.7984624976,BTC/USD
50807.58,51831.9,49091.4,30972,49364.28,2021-03-07 06:00:00+00:00,845.934967,50718.5548226538,BTC/USD
54281.56,54421.44,49329.8,35670,50800.02,2021-03-08 06:00:00+00:00,1007.561091,52008.9096685571,BTC/USD
53657.62,55835.43,53038.45,39495,54254.01,2021-03-09 06:00:00+00:00,1145.798874,54323.5325882784,BTC/USD
55241.5,57418.6,53536.53,43219,53674.83,2021-03-10 06:00:00+00:00,1038.171332,56065.6760280092,BTC/USD
57182.06,58172.9,54275.5,39534,55241.5,2021-03-11 06:00:00+00:00,991.725718,56922.2464984086,BTC/USD
56764.86,57737.63,55051.0,32803,57166.16,2021-03-12 06:00:00+00:00,843.906824,56631.3602133575,BTC/USD
61027.96,61790.24,56497.11,45248,56745.29,2021-03-13 06:00:00+00:00,1037.456482,60101.9297916888,BTC/USD
59765.08,61082.89,58658.03,34231,61000.01,2021-03-14 06:00:00+00:00,759.19615,59951.2311075709,BTC/USD
54406.38,59930.47,53223.0,64312,59734.18,2021-03-15 05:00:00+00:00,1684.637332,55982.4613896178,BTC/USD
55583.84,57189.78,53550.0,49147,54398.29,2021-03-16 05:00:00+00:00,878.705334,55660.7958796642,BTC/USD
58814.92,59555.0,54111.95,56244,55566.58,2021-03-17 05:00:00+00:00,1082.85383,57148.6436032525,BTC/USD
57882.46,60099.0,56240.5,45154,58818.6,2021-03-18 05:00:00+00:00,798.5158,58182.1497842653,BTC/USD
58232.18,59455.07,57489.99,35256,57882.45,2021-03-19 05:00:00+00:00,592.509607,58592.8316826119,BTC/USD
56933.15,59944.61,56754.44,34280,58215.62,2021-03-20 05:00:00+00:00,563.571496,58619.6138118612,BTC/USD
57600.0,58146.89,55509.0,38049,56900.18,2021-03-21 05:00:00+00:00,598.563919,56997.4287186087,BTC/USD
54424.88,58427.14,53707.5,50967,57600.0,2021-03-22 05:00:00+00:00,1014.364672,55589.5339438885,BTC/USD
54101.73,55839.36,53000.0,42132,54424.02,2021-03-23 05:00:00+00:00,942.099039,54538.0283464136,BTC/USD
52253.12,57190.63,51500.27,59897,54119.51,2021-03-24 05:00:00+00:00,1324.833236,54208.8498236584,BTC/USD
52709.82,53231.67,50411.0,51657,52247.21,2021-03-25 05:00:00+00:00,1166.755824,51844.2365323277,BTC/USD
55010.74,55582.55,52413.1,38461,52713.85,2021-03-26 05:00:00+00:00,947.150454,53881.603186394,BTC/USD
56262.79,56610.0,53962.32,30004,54985.38,2021-03-27 05:00:00+00:00,624.446485,55539.4585973985,BTC/USD
55309.43,56526.55,54698.57,27381,56269.39,2021-03-28 05:00:00+00:00,468.542315,55595.089943668,BTC/USD
57550.48,58400.0,54900.7,40527,55294.61,2021-03-29 05:00:00+00:00,850.558602,57382.8412339559,BTC/USD
58758.08,59405.87,57360.29,32480,57550.47,2021-03-30 05:00:00+00:00,589.789997,58757.8723923452,BTC/USD
58895.03,59817.86,56800.0,41245,58758.0,2021-03-31 05:00:00+00:00,903.132496,58673.580213236,BTC/USD
59537.23,60250.0,57908.54,39904,58895.5,2021-04-01 05:00:00+00:00,734.952428,58980.0395847376,BTC/USD
59401.97,59719.33,58440.32,28460,59549.26,2021-04-02 05:00:00+00:00,469.544635,59193.041177029,BTC/USD
57579.19,59796.56,56382.48,36330,59401.97,2021-04-03 05:00:00+00:00,765.320142,57987.4174318318,BTC/USD
57310.41,58508.0,57058.82,24448,57575.46,2021-04-04 05:00:00+00:00,431.529377,57843.0474423787,BTC/USD
58807.07,59499.0,56819.12,32945,57310.2,2021-04-05 05:00:00+00:00,618.376235,58521.102992212,BTC/USD
57637.49,59000.0,57215.98,39888,58807.07,2021-04-06 05:00:00+00:00,720.147641,58013.6719348533,BTC/USD
56907.02,58629.96,55437.11,58616,57646.46,2021-04-07 05:00:00+00:00,1478.267739,56613.783071826,BTC/USD
58193.36,58400.0,56349.51,34513,56903.0,2021-04-08 05:00:00+00:00,617.531782,57600.0586868357,BTC/USD
61010.95,61171.56,57647.49,41227,58193.36,2021-04-09 05:00:00+00:00,848.30995,58883.4831819736,BTC/USD
59868.55,61250.0,58301.85,40666,61010.95,2021-04-10 05:00:00+00:00,876.234976,60063.990386909,BTC/USD
60051.19,60568.65,59160.77,29347,59861.83,2021-04-11 05:00:00+00:00,498.996196,59751.4238166618,BTC/USD
60517.63,61210.99,59362.91,44072,60079.24,2021-04-12 05:00:00+00:00,969.46444,60263.121956336,BTC/USD
64286.05,64293.06,60422.3,67025,60560.18,2021-04-13 05:00:00+00:00,1360.040619,62772.4087401794,BTC/USD
62965.16,64967.23,61208.0,69977,64286.05,2021-04-14 05:00:00+00:00,1623.438848,63098.5416609551,BTC/USD
61695.13,63866.3,61627.36,53260,62965.16,2021-04-15 05:00:00+00:00,840.557082,62853.4823672693,BTC/USD
62271.48,62561.4,60062.94,72080,61711.46,2021-04-16 05:00:00+00:00,1349.795389,61460.5015140809,BTC/USD
55000.0,62500.0,51722.01,83598,62269.52,2021-04-17 05:00:00+00:00,1772.171548,58035.2438698969,BTC/USD
57052.0,57401.64,53150.39,96172,55000.0,2021-04-18 05:00:00+00:00,2484.20005,55443.8066456326,BTC/USD
55319.44,57600.0,53520.66,88292,57052.0,2021-04-19 05:00:00+00:00,2420.555737,55529.4379322257,BTC/USD
55431.8,57117.1,53415.7,85035,55320.0,2021-04-20 05:00:00+00:00,2014.26823,55753.2275976146,BTC/USD
54266.55,56379.97,52600.0,83303,55431.79,2021-04-21 05:00:00+00:00,1701.800968,54726.7806786391,BTC/USD
49147.47,55459.57,48500.0,111778,54276.69,2021-04-22 05:00:00+00:00,2739.831835,52294.1996076741,BTC/USD
50480.93,51366.08,47475.0,89916,49132.2,2021-04-23 05:00:00+00:00,1910.420791,49688.6340006587,BTC/USD
49656.48,51079.24,48721.97,51532,50473.23,2021-04-24 05:00:00+00:00,1016.284477,50001.4303284686,BTC/USD
52347.01,52801.01,47011.0,79643,49679.19,2021-04-25 05:00:00+00:00,1843.711059,49743.1428558145,BTC/USD
53527.55,54413.68,52129.54,63501,52364.01,2021-04-26 05:00:00+00:00,1310.491523,53520.820091867,BTC/USD
54881.73,55781.09,53489.22,63410,53528.84,2021-04-27 05:00:00+00:00,990.784933,54929.9353743315,BTC/USD
53607.03,56491.0,53580.0,58370,54886.13,2021-04-28 05:00:00+00:00,916.780184,54770.5533093085,BTC/USD
54179.29,54748.49,52352.95,52777,53607.03,2021-04-29 05:00:00+00:00,871.856003,53557.2074492597,BTC/USD
58141.4,58526.98,53954.85,69901,54176.58,2021-04-30 05:00:00+00:00,1312.256321,56745.0743360366,BTC/USD
56948.84,58472.0,56231.63,44066,58118.48,2021-05-01 05:00:00+00:00,581.582432,57534.2231985499,BTC/USD
57846.84,58316.94,56084.56,42949,56948.96,2021-05-02 05:00:00+00:00,683.703283,57005.7195239867,BTC/USD
55860.24,58978.28,54687.64,69971,57852.4,2021-05-03 05:00:00+00:00,1230.697383,57065.198058138,BTC/USD
54545.41,56649.91,52946.9,90988,55860.7,2021-05-04 05:00:00+00:00,1585.145509,54800.189209954,BTC/USD
57011.83,57997.16,53965.2,84915,54565.1,2021-05-05 05:00:00+00:00,1390.516232,56614.7086094667,BTC/USD
55871.7,58431.01,55263.11,80837,57016.22,2021-05-06 05:00:00+00:00,1296.601255,56604.6111480314,BTC/USD
58118.42,58719.85,55624.46,82535,55860.64,2021-05-07 05:00:00+00:00,1137.77739,57435.0300465292,BTC/USD
58202.85,59549.79,57548.69,74346,58118.42,2021-05-08 05:00:00+00:00,1478.502303,58729.6429174718,BTC/USD
59240.0,59586.81,56272.77,60839,58196.56,2021-05-09 05:00:00+00:00,937.35951,57952.4804152987,BTC/USD
55374.76,59500.0,53617.27,95324,59240.0,2021-05-10 05:00:00+00:00,1791.919874,56488.8993197797,BTC/USD
57414.82,58043.47,54655.65,62503,55385.29,2021-05-11 05:00:00+00:00,905.824264,56276.2705813176,BTC/USD
50514.88,57564.84,46302.22,130452,57421.48,2021-05-12 05:00:00+00:00,2870.355314,52092.7376776479,BTC/USD
49222.32,51413.21,47017.23,113807,50491.12,2021-05-13 05:00:00+00:00,2757.745797,49358.725895436,BTC/USD
49367.79,51566.38,48925.0,73078,49254.58,2021-05-14 05:00:00+00:00,1327.351552,50250.7151238531,BTC/USD
48101.33,49777.45,46499.0,88475,49355.88,2021-05-15 05:00:00+00:00,1447.561285,48158.7432861909,BTC/USD
43584.9,49788.77,42200.0,123002,48099.99,2021-05-16 05:00:00+00:00,2957.116291,45746.4511526523,BTC/USD
45358.15,45822.27,42136.12,131985,43584.77,2021-05-17 05:00:00+00:00,2801.327096,44032.5822384528,BTC/USD
39310.0,45836.18,38500.0,124809,45361.33,2021-05-18 05:00:00+00:00,3200.405284,42182.4982711498,BTC/USD
39477.17,40767.57,30125.0,218854,39302.06,2021-05-19 05:00:00+00:00,6907.211148,37466.5854275355,BTC/USD
40018.57,42529.81,38209.65,161203,39475.19,2021-05-20 05:00:00+00:00,3879.508331,40587.8775011455,BTC/USD
36349.98,41772.79,33511.02,160455,40020.27,2021-05-21 05:00:00+00:00,4944.887341,37542.5971935797,BTC/USD
37226.41,38871.0,35262.75,121041,36347.23,2021-05-22 05:00:00+00:00,2630.089345,37538.0958005395,BTC/USD
34935.48,37352.79,31120.0,150788,37231.65,2021-05-23 05:00:00+00:00,5220.765007,34088.7875450339,BTC/USD
38402.96,39987.11,34822.07,148603,34926.53,2021-05-24 05:00:00+00:00,3213.149693,37851.7281045631,BTC/USD
39440.94,39729.52,36497.88,119471,38426.0,2021-05-25 05:00:00+00:00,2286.924128,38061.7223553747,BTC/USD
37780.18,40878.61,37195.49,111576,39427.86,2021-05-26 05:00:00+00:00,2768.343992,39039.2451946449,BTC/USD
37367.39,40425.27,37292.94,94227,37788.05,2021-05-27 05:00:00+00:00,2137.787424,38844.0893913513,BTC/USD
35735.61,37600.88,34711.85,132806,37357.7,2021-05-28 05:00:00+00:00,3810.201591,36143.8405998229,BTC/USD
34754.31,37307.84,33428.38,119590,35728.19,2021-05-29 05:00:00+00:00,3191.975308,34761.0924263192,BTC/USD
34487.56,36526.68,34185.6,77255,34754.28,2021-05-30 05:00:00+00:00,1761.283682,35559.5395262053,BTC/USD
36754.85,37900.0,34221.83,79510,34491.04,2021-05-31 05:00:00+00:00,2145.896753,36712.7813358267,BTC/USD
36666.77,37450.97,35670.68,89028,36750.0,2021-06-01 05:00:00+00:00,3094.346908,36339.3925854322,BTC/USD
37973.25,38222.0,36505.63,58592,36678.26,2021-06-02 05:00:00+00:00,1781.622481,37538.9872558333,BTC/USD
37579.0,39490.3,37400.0,64035,37973.25,2021-06-03 05:00:00+00:00,1986.222314,38569.1688925318,BTC/USD
37694.07,37858.0,35609.12,72777,37586.89,2021-06-04 05:00:00+00:00,2597.909546,36844.1608601839,BTC/USD
36094.66,37917.26,34835.06,72079,37709.89,2021-06-05 05:00:00+00:00,2798.257444,36060.9683442298,BTC/USD
36277.14,36804.71,35236.52,52019,36097.28,2021-06-06 05:00:00+00:00,1712.577684,36057.6962711056,BTC/USD
32873.35,36793.97,32401.72,80289,36268.2,2021-06-07 05:00:00+00:00,2435.715493,34591.3743804693,BTC/USD
33000.0,33874.25,31028.34,89556,32873.35,2021-06-08 05:00:00+00:00,2434.238152,32597.827771553,BTC/USD
36818.72,37680.0,32929.29,105575,32993.19,2021-06-09 05:00:00+00:00,3117.079182,35972.5733686997,BTC/USD
37056.87,38441.05,35819.93,94976,36816.2,2021-06-10 05:00:00+00:00,2620.516893,36954.1361884339,BTC/USD
35244.76,37682.4,35114.74,78740,37073.51,2021-06-11 05:00:00+00:00,2065.59778,36811.4399166636,BTC/USD
35200.54,36217.06,34633.01,56478,35242.58,2021-06-12 05:00:00+00:00,1237.701681,35521.8571116102,BTC/USD
39283.89,39844.0,34837.2,71308,35185.5,2021-06-13 05:00:00+00:00,1910.387904,37964.6825960571,BTC/USD
40522.49,41050.92,38871.26,76417,39280.87,2021-06-14 05:00:00+00:00,2129.810934,40101.542050236,BTC/USD
40291.7,41391.73,39546.46,63150,40524.04,2021-06-15 05:00:00+00:00,1686.877036,40237.5136364303,BTC/USD
38825.69,40562.89,38111.0,66437,40305.53,2021-06-16 05:00:00+00:00,1841.063495,38935.621571983,BTC/USD
37936.56,39546.92,37212.48,73402,38812.01,2021-06-17 05:00:00+00:00,1975.898847,38204.2663750622,BTC/USD
35199.43,38116.68,34842.44,87460,37941.58,2021-06-18 05:00:00+00:00,2310.296678,36213.397716148,BTC/USD
35808.19,36457.37,35133.34,82696,35205.35,2021-06-19 05:00:00+00:00,1727.799626,35733.6236153487,BTC/USD
34235.0,36121.12,33343.97,84982,35806.71,2021-06-20 05:00:00+00:00,2257.007939,34696.590792778,BTC/USD
32637.33,34554.62,31139.62,128507,34235.0,2021-06-21 05:00:00+00:00,4929.400458,32538.3208830371,BTC/USD
33822.39,34393.19,28810.0,102194,32607.83,2021-06-22 05:00:00+00:00,5373.792731,31674.4630464843,BTC/USD
32550.98,34835.26,32326.88,87708,33820.24,2021-06-23 05:00:00+00:00,2555.081469,33588.6126404939,BTC/USD
34768.44,35500.0,32483.11,65912,32554.17,2021-06-24 05:00:00+00:00,1908.997015,34331.3597483249,BTC/USD
32352.11,34884.6,31281.58,102219,34774.43,2021-06-25 05:00:00+00:00,2718.322078,32491.9611218758,BTC/USD
33166.36,33330.27,30167.0,107573,32349.27,2021-06-26 05:00:00+00:00,2823.927711,31563.5152345827,BTC/USD
34361.9,34984.97,32373.59,73027,33166.45,2021-06-27 05:00:00+00:00,1949.328076,33536.2906115982,BTC/USD
34864.02,35300.0,33800.33,67848,34363.04,2021-06-28 05:00:00+00:00,1727.789541,34546.9026685651,BTC/USD
34751.43,36625.0,34564.36,69463,34882.67,2021-06-29 05:00:00+00:00,1830.97139,35749.1895568098,BTC/USD
34335.13,35339.57,34051.91,63529,34754.82,2021-06-30 05:00:00+00:00,1615.277597,34712.1596421561,BTC/USD
33146.55,34467.52,32676.72,65565,34342.77,2021-07-01 05:00:00+00:00,1886.406823,33414.5722574001,BTC/USD
33665.62,33914.18,32705.88,50689,33151.23,2021-07-02 05:00:00+00:00,1453.150917,33358.6800292535,BTC/USD
34776.65,34954.45,33593.6,38295,33680.79,2021-07-03 05:00:00+00:00,957.074248,34544.7409054024,BTC/USD
34209.85,35961.06,34038.61,41564,34770.74,2021-07-04 05:00:00+00:00,1081.102486,35175.275475471,BTC/USD
34667.26,34796.71,33139.82,45776,34208.9,2021-07-05 05:00:00+00:00,1143.564718,33909.5181024887,BTC/USD
34722.6,35130.98,33526.73,51207,34677.74,2021-07-06 05:00:00+00:00,1246.636578,34157.1373767554,BTC/USD
33318.67,35067.69,33058.86,42913,34726.99,2021-07-07 05:00:00+00:00,1033.147574,34067.5751342028,BTC/USD
33036.69,33520.14,32102.02,55233,33316.04,2021-07-08 05:00:00+00:00,1365.608107,32758.6344291148,BTC/USD
33657.03,34259.55,32621.23,39233,33031.03,2021-07-09 05:00:00+00:00,909.06038,33502.9872650696,BTC/USD
33459.62,34190.08,33027.45,26721,33648.1,2021-07-10 05:00:00+00:00,601.341591,33598.0646409235,BTC/USD
34297.75,34675.25,33374.43,30874,33466.51,2021-07-11 05:00:00+00:00,704.534984,34121.6382697755,BTC/USD
33118.06,34500.39,32662.27,56280,34305.66,2021-07-12 05:00:00+00:00,1277.919274,33291.4820674379,BTC/USD
31942.22,33343.92,31661.69,58507,33120.36,2021-07-13 05:00:00+00:00,1216.904936,32526.0196066289,BTC/USD
32652.52,33184.29,31577.13,43646,31942.22,2021-07-14 05:00:00+00:00,918.187402,32575.379725149,BTC/USD
31913.04,32663.45,31142.56,62578,32663.45,2021-07-15 05:00:00+00:00,1078.608129,31796.9834818055,BTC/USD
31395.9,32274.48,31025.01,59764,31914.64,2021-07-16 05:00:00+00:00,985.364098,31708.1318138752,BTC/USD
32086.33,32430.32,31264.27,42933,31394.87,2021-07-17 05:00:00+00:00,789.626368,31826.4104354932,BTC/USD
31745.48,32140.16,31143.03,36250,32093.33,2021-07-18 05:00:00+00:00,719.037274,31625.9976350587,BTC/USD
29667.11,31899.98,29509.14,61933,31759.93,2021-07-19 05:00:00+00:00,1337.03087,30619.9394186298,BTC/USD
30697.42,30803.64,29295.61,65743,29666.06,2021-07-20 05:00:00+00:00,1234.390943,29817.545488124,BTC/USD
32058.49,32853.53,30559.5,50437,30698.54,2021-07-21 05:00:00+00:00,1685.076659,31781.2266958398,BTC/USD
32690.24,32794.53,31727.19,25429,32062.68,2021-07-22 05:00:00+00:00,844.580569,32243.8730338571,BTC/USD
33708.83,33855.04,31999.99,28135,32689.1,2021-07-23 05:00:00+00:00,891.55826,32877.3683162584,BTC/USD
34383.22,34518.0,33562.5,28590,33724.86,2021-07-24 05:00:00+00:00,889.658537,34036.2454764946,BTC/USD
38295.07,39764.32,33883.79,49688,34391.59,2021-07-25 05:00:00+00:00,2017.955086,36747.0428336927,BTC/USD
36977.92,40567.3,36413.49,83940,38300.0,2021-07-26 05:00:00+00:00,3974.819824,38129.8242712849,BTC/USD
39696.1,40354.91,36911.68,78649,36976.07,2021-07-27 05:00:00+00:00,3334.746042,38558.9391084499,BTC/USD
39992.64,40917.92,38810.1,86675,39695.13,2021-07-28 05:00:00+00:00,3374.14022,39902.6834951554,BTC/USD
39818.53,40650.0,39408.92,42458,39985.43,2021-07-29 05:00:00+00:00,1436.873181,39942.0296648924,BTC/USD
41831.83,42416.99,38342.35,57759,39818.53,2021-07-30 05:00:00+00:00,2242.883349,40517.1798063173,BTC/USD
42067.31,42610.97,41067.5,40338,41832.57,2021-07-31 05:00:00+00:00,1403.424506,41681.3617267435,BTC/USD
39669.64,42169.58,39250.0,47595,42074.92,2021-08-01 05:00:00+00:00,1934.850029,40713.5186771138,BTC/USD
38327.39,40464.42,38235.34,44321,39665.94,2021-08-02 05:00:00+00:00,1778.830348,39319.5284686837,BTC/USD
37951.49,38805.06,37620.0,50757,38320.88,2021-08-03 05:00:00+00:00,2061.853402,38208.5904562039,BTC/USD
39357.93,39969.15,37502.0,56872,37958.74,2021-08-04 05:00:00+00:00,2386.514786,39068.4861983541,BTC/USD
40168.01,41414.61,37326.25,78479,39354.17,2021-08-05 05:00:00+00:00,3598.240831,39416.0573542522,BTC/USD
43319.48,43954.66,40131.21,68081,40168.01,2021-08-06 05:00:00+00:00,2524.008284,42314.2949887727,BTC/USD
44373.84,44814.67,42472.2,68605,43327.36,2021-08-07 05:00:00+00:00,2486.366718,43791.7249548688,BTC/USD
43610.33,45354.0,42812.33,74992,44374.68,2021-08-08 05:00:00+00:00,2977.230434,44037.5214084229,BTC/USD
45474.1,46740.0,43293.79,70657,43606.1,2021-08-09 05:00:00+00:00,2213.606631,45579.3570128881,BTC/USD
45624.73,46174.98,44652.99,56274,45463.81,2021-08-10 05:00:00+00:00,1513.594201,45501.3785706024,BTC/USD
45603.91,46775.48,45405.0,59105,45651.16,2021-08-11 05:00:00+00:00,1657.3512,46129.0035888825,BTC/USD
45276.56,45672.22,43800.0,59803,45603.79,2021-08-12 05:00:00+00:00,2124.586659,44673.0350132685,BTC/USD
47485.85,47911.11,45140.06,50463,45267.6,2021-08-13 05:00:00+00:00,1344.073457,46793.0175359269,BTC/USD
46747.58,48177.53,46039.08,50718,47485.82,2021-08-14 05:00:00+00:00,1477.087859,46895.4879192403,BTC/USD
47426.45,48063.64,45507.26,58463,46750.0,2021-08-15 05:00:00+00:00,1789.694345,46670.6362070038,BTC/USD
46394.91,47749.09,45250.0,64949,47426.45,2021-08-16 05:00:00+00:00,1692.403875,46439.1115463166,BTC/USD
45082.78,47165.97,44200.0,87228,46391.41,2021-08-17 05:00:00+00:00,1947.147594,45504.8660885169,BTC/USD
44133.99,46025.46,43940.12,73449,45075.78,2021-08-18 05:00:00+00:00,1449.488259,45026.8501812822,BTC/USD
